text,sent
"

Здравствуйте. Хотел бы поделится мнением об этой конторе Никонора. Скажем так, что я пользователь, но не компьютерный спец. Могу переустановить систему и поставить нужные причиндалы, но лень мне ковыряться, когда есть различные службы по спасению утопающего ПК. После очередной переустановки системы у меня появилась ошибка при запуске одной программы, в которой я работаю. Просидел над неполадкой весь день и думаю, почему бы мне не воспользоваться услугой от компании Rabbit, да и ""цены демократичные"". Заказал, через час приехал интеллигентный юноша, который даже без вникания в суть дела сразу заявил мне, что лучше будет переустановить всю систему с заменой всех драйверов и помахал прейскурантом. Ну машет и машет, и слава Богу! Причем я смекнул, с чего это так из-за одной подлой и плохой программы сносить весь Windows. Такой он оказался хорошим и разговорчивым еще час, пока я не узнал стоимость работы. Моя ошибка была в том, что я подписал документ о проделанной работе, а позже узнал сумму: 18000р. Хотя я сразу предложил обговорить предстоящую работу и ее стоимость, но нет, молодой человек ответил, что все будет известно чуть позже, а пока наслаждайтесь отдыхом. Господа, сегодня я реально посидел, после того, как узнал сумму. Я не конфликтный малый, но другой товарищ, возможно, который услышит от мастера такие цифры, сделает проще - пинком под зад ""юного хакера"" из хаты и делов. Но я, конечно, возразил и сказал, что у меня попросту нет, на данный момент, 18000, внимание 18000 - за снос систему и 1,5 час работы!!!!! В кармане у меня нашлось 5000р, на более я и не рассчитывал. На что ""вежливый человек"" превратился в агрессора и включил злого дядьку: ""Мне все равно, вы согласились и подписали все документы, платите"". ""Хорошо, но у меня нет таких денег на данный момент, давайте думать"" - предложил я ему. И придумали, чтобы я заплатил ему половину, хорошо, что у меня в заначке нашлась некоторая сумма, которую я отдал и договорились, чтобы я через две недели перевел оставшуюся сумму ему на карту. После чего ""вежливый"" угрожающи  на меня посмотрел из под лобья и добавил: ""У нас были такие случаи, что клиенты потом отказывались возвращать гроши нашей фирме, тогда мы действуем уже по плохому"" - сказал парень и постучал указательным пальцем по столу (утрирую конечно). У меня в мыслях покрутились два варианта событий: амбалы, ждущие меня вечером у подъезда или судебные тяжбы. Короче ушел мастер, а осадок остался, буду думать что делать! Если оценивать, то: -100(цена), а вот за качественную проделанную работу еще ничего не могу сказать, т.к. нужно время для проверки. Не удивлюсь если все к чертям слетит. Причем дают гарантию на месяц, но вызов мастера опять будет платным, как говорится бабки на стол))). Внимание!!!! Господа, прежде чем что-либо покупать или воспользоваться некой услугой читайте всегда отзывы и не спешите. Подписывайте документ, ознакомившиеся с ним, а не после оглашения цены работы. Уберечь себя от таких кидаловых на деньги навряд ли удаться, а тем более в большом городе, к примеру, как Москва т.к. у этой компашки названий много. Обычно такие конторы заманивают низкими ценами! Очень жаль наших пенсионеров, которые вот так могут залететь на финансы, которых нет!!!!					 
				
",0
"

17.11.2016 Мы вызвали мастера по ремонту с сайта ноутбуков мастер-компьютерс.рф номер телефона 4953745018 . К нам приехал молодой человек посмотрел его и сказал нужно везти в сервисный центр. Договорились с ним, что компьютер в течении 3х дней нам продиагностируют и привезут. Он нас уверил что с нами свяжутся в течении 1-2 дней, заполнил ""Лист сервисного обслуживания"" где указал номер телефон 84991105465 ИНЕКС. Звонить туда пытались пять дней отвечает робот и скидывается звонок. Решили позвонить по номеру телефона по которому вызывали мастера и нам в грубой форме говорили, что заявку оформили и вам перезвонят. После этой фразы кидали трубку. Говорили что я звоню в кал центр и они ничего не знают, где мой компьютер. Просила адреса сервисного центра что бы поехать и забрать ноутбук, так результата и не было. После очередного разговора телефон мой заблокировали. И дозвониться я уже никуда не могу! 89686219321 - Мой номер телефона- для тех кто тоже пострадал от этих мошенников.					 
				
",0
"

!7.11.2016 года обратилась в сервисный цент по ремонту ноутбуков с контактным номером 8(495)5802130 с заголовком ремонт компютеров на Левобережье. Оператору были даны все контакты и адреса. В результате выездной мастер почему-то искал нас в Люблино...ну да ладно с кем не бывает...объяснила ещё раз где мы находимся и как доехать. Приехал молодой парень студенческого возраста, поковырялся в ноуте, почистил от пыли и выставил за это ценник 3 тысячи. Спросила ремонтирует ли планшеты, сказал ремонтируем но нужно его забрать с собой + аванс за ремонт 500 рублей. Заплатили без вопросов + заказали ещё услуги. Через полчаса после ухода мастера, ноут опять сдох.Мастер выдал квитанцию на ООО ИНЭКС на которой указан телефон 499 110 54 65 (который как потом выяснилось круглые сутки при дозвоне рассказывает что ваш звонок важен для нас, но все операторы занаят, а дальше сброс). Планшет, мастер пообещал привезти на следующий, но ни звонка ни планшета на следующий день, я не получила.Я опять позвонила в сервисный центр в который делала заказ, ответила судя по голосу, пожилая женщина с прокуреным голосом и рассказала что теперь это гарантийное обслуживание и мастер приедет через 2 недели, естественно я возмутилась и слово за слово поругалась с этой дамой, которая прямым текстом сказала: мы тебя развели на бабло и планшет...я этот наш темпераментный разговор записала. И если в ближайшие два дня эти красавцы не привезут планшет, пойду в полицию. Мастера который оформлял заказ сфотографирова.					 
				
",0
"

Дело было 25.10.2016, сломался рабочий ноутбук, сразу набрал в Яндексе ""ремонт ноутбуков"" и высветился в (!!!) рекламе Яндекс.директа(он и сейчас там крутиться) этот сайт(ноутбуков-сервис.рф ). Позвонил, вызвал мастера в офис, приехал какой-то парень, ничего сказать не смог, кроме того, что надо делать диагностику. Хорошо, сказал я. Он забрал ноутбук, Заполнил договор с печатями от некой ООО ""Гэлакси"" ОГРН 1167746174760, ИНН 7704345903. и сказал, что мне позвонят сегодня-завтра. Проходит несколько дней, звонков нет, звоню на номер указанный в договоре, там говорят, что операторы заняты и сбрасывают, дозвонится туда не возможно, скорее всего телефон просто не работает, звоню на номер указанный на сайте, где я заказывал ремонт(ноутбуков-сервис. рф) 84955802130, там поднимают трубку, сначала вежливо интересуются что я хочу, но как только узнают, что я уже отдал ноутбук в ремонт, начинают хамить и говорят, что передадут информацию в сервис и со мной свяжутся. Естественно никто никакой информации никуда не передает и неизвестно есть ли вообще этот сервис. В общем звонил раз 5, и пять раз мне обещали передать информацию в сервис и со мной связаться. На вопрос где вы находитесь или дайте мне номер телефона сервиса, отвечают, что ничего не знают и могут только передать информацию, дальнейшего диалога не получается, просто бросают трубку.То, что это мошенники уверен на 99%. Не столько жалко ноутбук, как сам факт, что крутятся в рекламе такие сайты. Конечно я сам виноват, что не посмотрел подробно сайт, адрес, юр данные итд, но я всегда доверял сайтам которые пропустил Яндекс в рекламу, но как оказалось зря.Наверное буду писать заявление в полицию, мало-ли что-то получится. Если есть такие, кто еще пострадал от их действий, можно написать коллективное заявление. В любом случае обходите их стороной, даже если это не мошенники, а просто мне так не повезло, работа с клиентами там нулевая.					 
				
",0
"

25.09.2016 Позвонил оператору по номеру +7 495 645-01-17 и спросил сколько будет стоить установка Windows 7 с драйверами, оператор сказал от 300 до 600 руб. У меня появились сомнения, что копия Windows пиратская, но оператор убеждал меня в обратном. В этот же день ко мне приехал ""Мастер"" установил мне Windows с драйверами, выписал космическую сумму 12.550 руб. В этот же день у меня слетели все драйвера и Windows начал тормозить и запускаться 2-3 мин. Теперь я им постоянно названиваю, и собираюсь подать заявление в Полицию					 
				
",0
"

Сломался принтер, пригласили мастера из Rabbit ,долго не озвучивали сумму. Только после якобы сделанного ремонта принтера, озвучили сумму, которая превышала цену принтера в два раза!!! После двух распечатанных страниц, принтер снова перестает работать. Вызываю повторно ,забирают технику за деньги (хотя говорили про гарантию) и тишина ... не звонят ,а услышав номер заказа бросают трубку . Кто так работает? Откуда такие расценки ?					 
				
",0
"

otzyvy.cc Мошенники! Создают негативные отзывы о сайтах, требуют деньги за удаление!Создали плохой отзыв об моем интернет магазине и вымогают 5000 рублей за удаление, в ином случае грозятся задушить мой бизнес!					 
				
",0
"

Обман и развод! экономный-ремонт.рф 8 (495) 374-51-68 У меня перестал загружаться компьютер, я нашла в интернете сайт http://экономный-ремонт.рф/ и позвонила по телефону 84953745168 чтобы узнать стоимость. Цены на самом сайте http://экономный-ремонт.рф/ были очень привлекательные, ни одна услуга не стоила дороже 200 рублей, но по телефону мне сказали что работа будут стоить 1000 рублей, меня это немного насторожило, но все же я решила вызвать мастера из этой фирмы, и как позже выяснилось зря я это сделала. Ко мне приехал молодой человек, переустановил виндус и выкатил мне счет более 10000 рублей, то есть в 10 раз больше чем огласили по телефону, я растерялась и заплатила, хотя по телефону мне назвали стоимость 1000 рублей, а потом я стала читать в интернете про эту фирму и выяснила, что я далеко не единственная пострадавшая от этой конторы. Люди не обращайтесь к ним, там сплошной развод!					 
				
",0
"

Если к Вам направлен человек для ремонта компьютера, обязательно поинтересуйтесь как называется направляющая его организация. Если это Rabbit (Кролик), знайте, Вас обманут на крупную сумму. С меня за сбитые настройки (менял батарейку)взяли больше половины пенсии. На просьбу объяснить за что они берут деньги, шла ссылка на прейскурант, который составлен так, что деньги берут абсолютно за все. Например: снять крышку с компьютера (у меня она крепится двумя винтами) называется разборка компьютера и стоит 450 рублей, а сборка - это еще 450 рублей. Кстати деньги-то взять не забыли, а оба винта я потом нашел на столе. Итак, по моему опыту, если вам огласят по телефону стоимость в 300 рублей, то потом, так сказать по прейскуранту, вам насчитают тысяч девять. Если вы хотите иметь дело с порядочными людьми, ищите другую компанию, а с Rabbit не имейте дело никогда.					 
				
",0
"

Вышли на их через подставной сайт generalpc.ru по рекламе с Яндекса.Нужно было настроить МФУ.Первое, что насторожило это их трех часовое опоздание.  Приехал молодой человек аккуратного вида, улыбчивый.Покопался в компе.Покрутил МФУ на столе, что-то распечатал, сказал что оно в нерабочем состоянии и он готов забрать его в ремонт.Тут же уточнил из какой он компании, набрал в интернете и благодаря этому сайту ""специалист"" ООО ""РАББИТ"" был оперативно отправлен к выходу.  Спасибо за отзывы!Информация:www.helppc24.ruАдрес: Автозаводская yлица, 17, корп. 3, Москва, 115280+7 (495) 995-22-53ИП Чернов Дмитрий Михайлович (ФОТО)г. Москва, м. Новослободская , ул. Краснопролетарская, д. 16, подъезд 5,ООО ""17Бит""ОО ""Камелот""Юридический адрес: 127473, г Москва, ул Краснопролетарская д 16, стр 1 www.moscs.rudomain:        GENERALPC.RUnserver:       ns1.spaceweb.ru.nserver:       ns2.spaceweb.ru.state:         REGISTERED, DELEGATED, VERIFIEDperson:        Private Personregistrar:     R01-REG-RIPNcreated:       2011.01.17paid-till:     2012.01.17free-date:     2012.02.17e-mail:        laktemir.kubatiev@mail.ruFariot@mail.rujony22-27@mail.ruКраснодар - Москва - Вокзал +7 (499) 271 55 71105066 ул. Садовническая, 72, стр. 1, эт. 2, оф. 1					 
				
",0
"

Уважаемые дамы и господа, пострадавшие от деятельности компании ООО РАББИТ!Мы подаем коллективное заявление в прокуратуру. Желающих присоединиться, просьба писать на rabbit_it_zayavlenie@mail.ru. Просьба указать e-mail для связи, ФИО и суть претензии (желательно, максимально кратко с фокусом на конкретные факты).С уважением,					 
				
",0
"

Я тоже один из пострадавших от мошенников в связи с ремонтом МФУ Epson.Обратился в  ООО RABBIT по тел. 495 125 28 05, вызвал мастера на дом. Приехали сразу двое. Один делал вид, что он что-то проверяет в принтере, другой просто сидел (видимо набирался опыта).  По ходу «проверки» мастер (?) стал меня убеждать, что, возможно, это неполадки не принтера, а компьютера: «произошел сбой системы». На другой день я обнаружил, что он в ходе «проверки» пытался подключить удаленный доступ к моему ПК,  удалил некоторые файлы, и установил какую-то неизвестную мне программу,  чтобы ПК «забарахлил» и мне пришлось бы снова обращаться к ним.  В конце «проверки» принтера был сделан вывод, что поломка принтера серьезная и нужно диагностировать его в центре сервиса. Для дальнейшей работы необходимо внести «предоплату» в 5 тысяч рублей. Я сказал, что новый МФУ можно купить за 4,5 тысячи рублей, поэтому максимум, что я могу дать, это 3 тыс. рублей. На этом сошлись.  Следующие три дня я никак не мог узнать о судьбе аппарата: то не отвечал телефон, то мне обещали перезвонить и не звонили и т.д. Наконец мне сказали, что «диагностика» закончена, и ремонт будет стоить около 7 тыс. рублей. Я, естественно отказался от такой стоимости ремонта ( почти в полтора раза дороже нового аппарата). Тогда мне предложили забрать МФУ, а уплаченные ранее 3 тыс. рублей пойдут на оплату «диагностики» и вызов мастеров. При этом объяснили, что диагностика стоит 2200 руб, т.к. «надо было разобрать и собрать МФУ, проверить сопла и т.д». И это при том, что в рекламе указано, что диагностика стоит 300 -500 руб. Аппарат я забрал, «предоплату»  мне не вернули. Кстати, МФУ находился в той же сумке, в которой его забирали, следов «сборки, разборки» не было. Т.е он просто лежал у них, как предусмотрено их схемой действияТ.е. схема мошенничества проста: взять аппарат в сервис, получить «предоплату», выдержать несколько дней для «доказательства» сложности «диагностики», назвать такую стоимость ремонта, от которой клиент откажется, вернуть аппарат (в лучшем случае) и оставить «предоплату» себе, практически не прилагая особых усилий. Вся эта история произошла у меня с фирмой мошенников ООО RABBIT ИНН  770 779 70 09  КПП 770 701 001, зарегистрированной на ул. Малая Тульская, д 16.Адрес сайта фирмы: i-rabbit.ruЭто реквизиты фирмы указаны на бланке договора об оказании услуг, При проверке оказалось, что фирмы по указанному адресу нет, а при попытке выйти на сайт формы появилось предупреждение, что этот сайт, скорее всего, создан мошенниками (вот почему «мастер» «работал» с ПК.В дальнейшем выяснилось, что фирма мошенников располагается на Университетском  проспекте, дом 23 корп.4 телефоны фирмы: 495 125 28 05,  499 369 58 83,  ООО RABBIT					 
				
",0
"

28 февраля была отдана материнская плата курьеру Мухаметдянову для ремонта и одну тысяча рублей взнос квитанцию выписал и сказал что мастер позвонит и скажет сколько будет стоить но прошло три дня и никто не позвонил. Когда я позвонил им то мне сказали что мастер перезвонит через час но прошло и пять часов тишина. На следующий день я уже не мог к ним дозвониться поставили в черный список идет занято. Дозвонился только через другой номер которого у них нет в записи. Опять сказали что мастер обязательно перезвонит я им сказал чтобы они вернули плату и тысячу рублей. Прошло уже семь дней от них тишина. Вот такая она фирма. придется обращаться в прокуратуруНиколай					 
				
",0
"

25.02.2016 возникла необходимость в ремонте ноутбука, перестал видеть систему,при включении черный экран и надпись operating system not found. Набрав в яндексе ""компьютерный мастер"" в верхних строках поиска выше ""Сервис №1"".Сайт добротный, внушает доверие, выезд мастера-бесплатно, диагностика-бесплатно, все цены в пределах 500-1000 руб. Оставила заявку на сайте, очень быстро перезвонили, не смотря на вечернее время, обговорили время прихода мастера на следующий ден с 11.00 до 13.00. Мастер Максим пришел ровно в 11.00. Выслушав наше описание проблемы, сказал что скорее всего надо менять термопасту. Ок, давайте поменяем, согласились мы. Разобрал, поменял пасту, почистил. Далее занялся программной частью, начал проверять ноутбук на вирусы. Надо сказать, что ни одной цены он не называл (хотя считаю нормальным, когда проведя диагностику, называют хотя бы примерную стоимость работ, чтобы клиент знал, на что ему ориентироваться), я же заранее изучив цены на сайте не особо переживала,рассчитывала на несколько тысяч рублей. Правда перед установкой виндовс спросила, сколько стоит установка - 390 руб озвучил мне мастер. Я, конечно, знаю, что лицензионный виндовс стоит намного дороже, но раз называют эту цену, наверное он не совсем лицензионный, подумала я. Далее мастер предложил скопировать мои данные на жесткий диск, дабы их не потерять при установке. Я, естественно, согласилась, указала, что из данных мне нужно сохранить. Обговорили, что он еще поставит драйвера за 290 руб за каждый и антивирус за 800 рублей на год. Когда все работы были закончены мне был выставлен счет на 16 000 !!!!! рублей. К тому моменту я уже уехала из дома, дома был только муж, который ничего не понимает в компьютерах, он дал мастеру 5 тыс. рублей и сказал, что я когда прийду все проверю и они со мной пусть свяжутся. Когда я пришла домой, я была поражена наглостью то ли всей организации, то ли мастера. Начнем с того, что замена термопасты на сайте стоит 490 руб, в счете выставили 990. Сбор-разбор ноутбука- 1490 руб, что тогда подразумевается под бесплатной диагностикой??? Установка виндовс 390 руб, активация виндовс -2 тыс руб, настройка виндовс 1550 руб, эти суммы мне не были озвучены, и их нет нигде на сайте. Я должна была догадаться?? Перенос данных!!!- 100 руб за гигобайт, у меня было 19 ГБ, 1900 руб. На сайте я таких цен не нашла,о и вполне могла бы сделать это и сама. Антивирус при любой услуге на сайте идет в подарок. Мне в подарок ни за одну услугу его не установили, взяли 800 руб. Установка программ -6 шт по 190 руб, о которых меня не спрашивал никто. Skype, utorrent и им подобные, которые я б могла спокойно скачать с интернета.Удаление вирусов 2227 вирусов по 1 рублю каждый, их мастер вручную удалял?? Настройка Биос- 800 руб, тоже никто не озвучивал. Может я должна была стоять над душой у мастера, при этом разбираться так же как и он, во всем, что ему надо сделать, и вытягивать из него цены??Если бы мне озвучили сумму в более чем 15 тысяч, я бы не стала ремонтировать по этой цене, постаралась бы найти дешевле или купила бы за 20 тысяч новый ноутбук. И, кстати, я сама звонила в офис этой фирмы чтобы разобраться в ситуации, мне сказали, что мне перезвонят, но так никто и не перезвонил. Хотелось бы услышать извинения по крайней мере.					 
				
",0
"

Добрый день!Хочу рассказать вам об одной мошеннической фирме, которая предоставляет услуги CEO-оптимизации (типа предоставляет). Это компания АльфаВэб.  alfawebpro.ru (Андрей Дрождин и  Антон Кочелаевский) ООО «АльфаВеб» ЭТО МОШЕННИКИ Это не их реклама это именно пост о МОШЕННИКАХ И МОШЕННИЧЕСТВЕ! прошу дочитать до конца!Итак, пришло письмо с коммерческим предложением оптимизировать мой сайт, убрать все баги, облегчить и ускорить загрузку. Так как картинки которые я грузила на сайт явно не были оптимизированы, да и некоторые косяки я знала сама, я согласилась. Стоимость услуг была 15 000 в месяц. За эти деньги обещали доставить мой сайт «к вершинам чарта» (ну, то есть в топ-10 Яндекса). В коммерческом предложении были приведены примеры, я проверила—приведенные сайты реально были «в топе».  (Для сравнения, я плачу такую же сумму девочке, которая занимается и рекламой, и она еще кучу всего делает.)Подписали договор. Я перечислила деньги. И…. Андрей Дрождин е есть семья, и в таких условиях заниматься наукой очень непросто. В такой ситуации купить готовую работу – наилучшее решение проблемы. Гораздо лучше заплатить знающим людям и быть уверенным в отличном результате, чем просиживать ночи напролёт, не тратя время на собственного ребёнка». «Когдавы вводите в браузерезапрос «куплю дипломнуюработу по юриспруденции», то не можете быть на 100% уверены в качествеготовойработы». Запятые стояли посередине предложения, вместо «страна» «сторона» написано. Меня трясло.Тексты переписывали 8 или 9 раз !!! В итоге я все написала сама! Хотя я протралила 4 часа на то, чтобы по телефону перечислить Антону ВСЕ ошибки. через пару дней он мне выслал версию, где исправил меньше половины. Ничего вразумительно он не сказал, только мычал и молча «обтекал». А я недополучила 4000 рублей, так как вместо заказа своего писала ЗА НЕГО тексты. При этом Антон Кочеловский ИМЕЛ НАГЛОСТЬ не только взять с меня деньги за второй месяц, но и напоминать, что я должна заплатить за третий! ООО «АльфаВеб» абсолютно не выполняет своих обещаний.  Директора у них нет, на мои вопросы не ответил НИКТО!В итоге, 4 февраля он мне отчитался за проделанную за 2 месяца работу. в качестве отчета он прислал данные моего сайта, пропущенные через Яндекс –вебмастер. И все! без пояснений без ничего. 10 февраля я спросила а где вечные ссылки? В этот же день он мне выслал вечные ссылки … СДЕЛАННЫЕ В ЭТОТ ЖЕ ДЕНЬ, 10 февраля (я проверила их). В итоге, за 30 000 рублей он мне сделал 4 вещи, которые можно отследить:1)	Поставил мои же тексты, то есть создал под 9 примерно тем текстов ОДНУ страницу, и засунул их туда.2)	Сделал ссылки на сообщества (которые были).3)	Сделал 30 «вечных ссылок».4)	НА сайте кое-где поставил при списках «птички» и добавил несколько картинок (стыренных у конкурентов), при этом некоторые картинки открываются «квадратиками».И ВСЕ!!!! За 2 с лишним месяца и 30 000!Стоит ли говорить, что в топ 10 я не вышла и рейтинг не поднялся!!!! Я стала звонить компаниям, которые это мошенники, Андрей Дрождин и  Антон Кочелаевский, указали в КП. Прозвонилась в три (у меня как бы и своя работа есть, звонила вечером, в семь). В двух из них о этих мошенниках, Андрей Дрождин и  Антон Кочелаевский, не слышали слыхом. У них свои CEO-оптимизаторы. В третьей компании мужчина сказал мне, что он платит 6 месяцев этим мошенникам, Андрей Дрождин и  Антон Кочелаевский, результата нет, на сайте как было 10 человек так и осталось, но он все равно платит, так как они говорят, что продвижение дело небыстрое. Его сайт был хорошо раскручен, потом домен перекупили, пока хозяин отдыхал. вернувшись, он вернул домен, и поручил раскрутку этой компании. И вот то, что сайт (залитый на домен снова их бекапа) показывается по некоторым словам в 10ке-типа, это заслуга этих мошенников, Андрей Дрождин и  Антон Кочелаевский…..Я просила этого мошенника, Антона Кочеловского, зачем было врать?  Он не отпирался, сказал « а как я тогда найду клиентов, без портфолио»?... Я предложила Антону вернуть мне 15 000 из 30 000, потому что ни отчета, ничего типа «было-стало»  он не предоставил. На это он ответил, что «в таком тоне говорить не будет, подавайте в суд». Это непорядочно.  Я сказала этим мошенникам, что напишу отзывы о них, на что Антон Кочеловский начал мне УГРОЖАТЬ! Что я ПОЖАЛЕЮ! В итоге (перед этим разговором я сменила пароли хостинга) он мне ПОМЕНЯЛ ПАРОЛИ НА САЙТЕ!!!!! Я потеряла доступ на сайт!! на СВОЙ САЙТ!!!! и была вынуждена просить спецов взломать сайт СВОЙ САЙТ! Нормально?? Антон Кочеловский—мошенник, запомните!  Вообщем, люди!!! Сейчас я пока готовлю иск, потому что по договору многое эти мошенники Андрей Дрождин и  Антон Кочелаевский  так и не сделали. НЕ обращайтесь к ним! Компания Альфавеб МОШЕННИКИ! Непорядочные люди и ни в одном глазу НЕ СПЕЦИЛИСТЫ. PS Чтобы вы не считали меня наивной девочкой я объясню почему заплатила за второй месяц: я надеялась, что Антон Кочеловский  порядочно все выполнит, потому что у меня тоже малый бизнес и мне тоже «давали шанс». Но, к сожалению., надо признать, что я нарвалась на мошенников, которых, надеюсь, суд призовет к ответу!					 
				
",0
"

Купил сертификат ключа подписи, оказалось что его нужно сгненерировать в течение 30 дней с даты его получения, мне об этом никто не сообщил. Позвонил в тех поддержку через 32 дня, сказали что нужно покупать новый. Сервис у компании плохой. Для получения сертификата необходимо оплатить счёт в банке, я привёз квитанцию об оплате на следующий день, мне сказали что нужно дождаться когда деньги поступят на счёт 3-4 рабочих дня как мне сообщили (оплачивал через сбербанк), привезти копию паспорта и ИНН, отстоять 1 час в очереди и получить сертефикат которой как мне сообщили делается в течении 10 минут. Не понимаю почему все это нельзя сделать удаленно? Отправить квитанции и копию кокументов, в ответ получить документы с сертификатом.					 
				
",0
"

Отвратительный сервис, никому не рекомендую. Сломался монитор, пришел инженер Сергей, забрал ноутбук, сказал вечером позвоню... И ВСЁ... два дня трубку не берет, потом обещает завтра... завтра. Теперь говорят, а вы у нас ничего не заказывали, мы у вас заявку не принимали.... иду в полицию					 
				
",0
"

Не обращайтесь по телефонам 8 (495)645-00-42 и на сайте у них тел 8 (495)926-92-28  сервис-номер-один.рф. Позвонили спросили сколько будет стоить переустановка windows на науте? По тел ответили 390 рублей, вызвала мастера по ноуту на дом, перед приходом мастера позвонили с неизвестного номера, сказали, что мастер уже у подъезда, зашел по стоимости сразу ничего не сказал, прошел еще час спрашиваю сколько будет работа, говорит, что около 3500 руб, вроде устроило. По окончанию его работы стал считать и насчитал более 12 тысяч!!!! А просили всего лишь переустановить windows, так как интернет не запускался! Зачем-то стал разбирать ноут, собирать обратно и тупо с флешки закачивать необходимые файлы. Вот так и развели на деньги. Предостерегаю всех, кто хочет обратиться в эту контору, проверили по ИНН такого не существует, ИП непонятно на кого зарегистрировано!					 
				
",0
